zip,reportingyear,ziptype,cityname,statename,stateabbr,enc_zip,zcta_use
43767,2015,ZIP Code Area,Norwich,NA,OH,43767,43767
43768,2015,Post Office or large volume customer,Old Washington,NA,OH,43755,43768
43771,2015,ZIP Code Area,Philo,NA,OH,43771,43771
43772,2015,ZIP Code Area,Pleasant City,NA,OH,43772,43772
43773,2015,ZIP Code Area,Quaker City,NA,OH,43773,43773
43777,2015,ZIP Code Area,Roseville,NA,OH,43777,43777
43778,2015,ZIP Code Area,Salesville,NA,OH,43778,43778
43779,2015,ZIP Code Area,Sarahsville,NA,OH,43779,43779
43780,2015,ZIP Code Area,Senecaville,NA,OH,43780,43780
43782,2015,ZIP Code Area,Shawnee,NA,OH,43782,43782
43783,2015,ZIP Code Area,Somerset,NA,OH,43783,43783
43786,2015,Post Office or large volume customer,Stafford,NA,OH,43754,43786
43787,2015,ZIP Code Area,Stockport,NA,OH,43787,43787
43788,2015,ZIP Code Area,Summerfield,NA,OH,43788,43788
43791,2015,Post Office or large volume customer,White Cottage,NA,OH,43701,43701
43793,2015,ZIP Code Area,Woodsfield,NA,OH,43793,43793
43802,2015,ZIP Code Area,Adamsville,NA,OH,43802,43802
43803,2015,Post Office or large volume customer,Bakersville,NA,OH,43832,43832
43804,2015,ZIP Code Area,Baltic,NA,OH,43804,43804
43805,2015,Post Office or large volume customer,Blissfield,NA,OH,43844,43805
43811,2015,ZIP Code Area,Conesville,NA,OH,43811,43811
43812,2015,ZIP Code Area,Coshocton,NA,OH,43812,43812
43821,2015,ZIP Code Area,Dresden,NA,OH,43821,43821
43822,2015,ZIP Code Area,Frazeysburg,NA,OH,43822,43822
43824,2015,ZIP Code Area,Fresno,NA,OH,43824,43824
43828,2015,Post Office or large volume customer,Keene,NA,OH,43812,43812
43830,2015,ZIP Code Area,Nashport,NA,OH,43830,43830
43832,2015,ZIP Code Area,Newcomerstown,NA,OH,43832,43832
43836,2015,Post Office or large volume customer,Plainfield,NA,OH,43812,43836
43837,2015,ZIP Code Area,Port Washington,NA,OH,43837,43837
43840,2015,ZIP Code Area,Stone Creek,NA,OH,43840,43840
43842,2015,ZIP Code Area,Trinway,NA,OH,43842,43842
43843,2015,ZIP Code Area,Walhonding,NA,OH,43843,43843
43844,2015,ZIP Code Area,Warsaw,NA,OH,43844,43844
43845,2015,ZIP Code Area,West Lafayette,NA,OH,43845,43845
43901,2015,ZIP Code Area,Adena,NA,OH,43901,43901
43902,2015,ZIP Code Area,Alledonia,NA,OH,43902,43902
43903,2015,ZIP Code Area,Amsterdam,NA,OH,43903,43903
43905,2015,Post Office or large volume customer,Barton,NA,OH,43912,43905
43906,2015,ZIP Code Area,Bellaire,NA,OH,43906,43906
43907,2015,ZIP Code Area,Cadiz,NA,OH,43907,43907
43908,2015,ZIP Code Area,Bergholz,NA,OH,43908,43908
43909,2015,Post Office or large volume customer,Blaine,NA,OH,43950,43950
43910,2015,ZIP Code Area,Bloomingdale,NA,OH,43910,43910
43912,2015,ZIP Code Area,Bridgeport,NA,OH,43912,43912
43913,2015,ZIP Code Area,Brilliant,NA,OH,43913,43913
43914,2015,Post Office or large volume customer,Cameron,NA,OH,43716,43914
43915,2015,ZIP Code Area,Clarington,NA,OH,43915,43915
43916,2015,Post Office or large volume customer,Colerain,NA,OH,43912,43912
43917,2015,ZIP Code Area,Dillonvale,NA,OH,43917,43917
43920,2015,ZIP Code Area,East Liverpool,NA,OH,43920,43920
43925,2015,Post Office or large volume customer,East Springfield,NA,OH,43910,43925
43926,2015,Post Office or large volume customer,Empire,NA,OH,43964,43926
43927,2015,Post Office or large volume customer,Fairpoint,NA,OH,43950,43927
43928,2015,Post Office or large volume customer,Glencoe,NA,OH,43950,43928
43930,2015,ZIP Code Area,Hammondsville,NA,OH,43930,43930
43931,2015,Post Office or large volume customer,Hannibal,NA,OH,43946,43931
43932,2015,ZIP Code Area,Irondale,NA,OH,43932,43932
43933,2015,ZIP Code Area,Jacobsburg,NA,OH,43933,43933
43934,2015,Post Office or large volume customer,Lansing,NA,OH,43935,43934
43935,2015,ZIP Code Area,Martins Ferry,NA,OH,43935,43935
43937,2015,Post Office or large volume customer,Maynard,NA,OH,43912,43912
43938,2015,ZIP Code Area,Mingo Junction,NA,OH,43938,43938
43939,2015,Post Office or large volume customer,Mount Pleasant,NA,OH,43917,43939
43940,2015,Post Office or large volume customer,Neffs,NA,OH,43906,43940
43941,2015,Post Office or large volume customer,Piney Fork,NA,OH,43917,43917
43942,2015,ZIP Code Area,Powhatan Point,NA,OH,43942,43942
43943,2015,ZIP Code Area,Rayland,NA,OH,43943,43943
43944,2015,ZIP Code Area,Richmond,NA,OH,43944,43944
43945,2015,ZIP Code Area,Salineville,NA,OH,43945,43945
43946,2015,ZIP Code Area,Sardis,NA,OH,43946,43946
43947,2015,ZIP Code Area,Shadyside,NA,OH,43947,43947
43948,2015,Post Office or large volume customer,Smithfield,NA,OH,43917,43948
43950,2015,ZIP Code Area,Saint Clairsville,NA,OH,43950,43950
43951,2015,Post Office or large volume customer,Lafferty,NA,OH,43977,43951
43952,2015,ZIP Code Area,Steubenville,NA,OH,43952,43952
43953,2015,ZIP Code Area,Steubenville,NA,OH,43953,43953
43961,2015,Post Office or large volume customer,Stratton,NA,OH,43964,43961
43962,2015,Post Office or large volume customer,Summitville,NA,OH,43945,43962
43963,2015,ZIP Code Area,Tiltonsville,NA,OH,43963,43963
43964,2015,ZIP Code Area,Toronto,NA,OH,43964,43964
43967,2015,Post Office or large volume customer,Warnock,NA,OH,43718,43967
43968,2015,ZIP Code Area,Wellsville,NA,OH,43968,43968
43970,2015,Post Office or large volume customer,Wolf Run,NA,OH,43903,43970
43971,2015,ZIP Code Area,Yorkville,NA,OH,43971,43971
43972,2015,Post Office or large volume customer,Bannock,NA,OH,43950,43972
43973,2015,ZIP Code Area,Freeport,NA,OH,43973,43973
43974,2015,Post Office or large volume customer,Harrisville,NA,OH,43907,43974
43976,2015,ZIP Code Area,Hopedale,NA,OH,43976,43976
43977,2015,ZIP Code Area,Flushing,NA,OH,43977,43977
43981,2015,Post Office or large volume customer,New Athens,NA,OH,43907,43907
43983,2015,ZIP Code Area,Piedmont,NA,OH,43983,43983
43984,2015,Post Office or large volume customer,New Rumley,NA,OH,43986,43986
43985,2015,Post Office or large volume customer,Holloway,NA,OH,43977,43985
43986,2015,ZIP Code Area,Jewett,NA,OH,43986,43986
43988,2015,ZIP Code Area,Scio,NA,OH,43988,43988
44001,2015,ZIP Code Area,Amherst,NA,OH,44001,44001
44003,2015,ZIP Code Area,Andover,NA,OH,44003,44003
44004,2015,ZIP Code Area,Ashtabula,NA,OH,44004,44004
44005,2015,Post Office or large volume customer,Ashtabula,NA,OH,44004,44004
44010,2015,ZIP Code Area,Austinburg,NA,OH,44010,44010
44011,2015,ZIP Code Area,Avon,NA,OH,44011,44011
44012,2015,ZIP Code Area,Avon Lake,NA,OH,44012,44012
44017,2015,ZIP Code Area,Berea,NA,OH,44017,44017
44021,2015,ZIP Code Area,Burton,NA,OH,44021,44021
44022,2015,ZIP Code Area,Chagrin Falls,NA,OH,44022,44022
44023,2015,ZIP Code Area,Chagrin Falls,NA,OH,44023,44023
44024,2015,ZIP Code Area,Chardon,NA,OH,44024,44024
44026,2015,ZIP Code Area,Chesterland,NA,OH,44026,44026
44028,2015,ZIP Code Area,Columbia Station,NA,OH,44028,44028
44030,2015,ZIP Code Area,Conneaut,NA,OH,44030,44030
44032,2015,ZIP Code Area,Dorset,NA,OH,44032,44032
44033,2015,Post Office or large volume customer,East Claridon,NA,OH,44024,44024
44035,2015,ZIP Code Area,Elyria,NA,OH,44035,44035
44036,2015,Post Office or large volume customer,Elyria,NA,OH,44035,44035
44039,2015,ZIP Code Area,North Ridgeville,NA,OH,44039,44039
44040,2015,ZIP Code Area,Gates Mills,NA,OH,44040,44040
44041,2015,ZIP Code Area,Geneva,NA,OH,44041,44041
44044,2015,ZIP Code Area,Grafton,NA,OH,44044,44044
44045,2015,Post Office or large volume customer,Grand River,NA,OH,44077,44045
44046,2015,ZIP Code Area,Huntsburg,NA,OH,44046,44046
44047,2015,ZIP Code Area,Jefferson,NA,OH,44047,44047
44048,2015,ZIP Code Area,Kingsville,NA,OH,44048,44048
44049,2015,Post Office or large volume customer,Kipton,NA,OH,44090,44049
44050,2015,ZIP Code Area,LaGrange,NA,OH,44050,44050
44052,2015,ZIP Code Area,Lorain,NA,OH,44052,44052
44053,2015,ZIP Code Area,Lorain,NA,OH,44053,44053
44054,2015,ZIP Code Area,Sheffield Lake,NA,OH,44054,44054
44055,2015,ZIP Code Area,Lorain,NA,OH,44055,44055
44056,2015,ZIP Code Area,Macedonia,NA,OH,44056,44056
44057,2015,ZIP Code Area,Madison,NA,OH,44057,44057
44060,2015,ZIP Code Area,Mentor,NA,OH,44060,44060
44061,2015,Post Office or large volume customer,Mentor,NA,OH,44060,44060
44062,2015,ZIP Code Area,Middlefield,NA,OH,44062,44062
44064,2015,ZIP Code Area,Montville,NA,OH,44064,44064
44065,2015,ZIP Code Area,Newbury,NA,OH,44065,44065
44067,2015,ZIP Code Area,Northfield,NA,OH,44067,44067
44068,2015,Post Office or large volume customer,North Kingsville,NA,OH,44030,44030
44070,2015,ZIP Code Area,North Olmsted,NA,OH,44070,44070
44072,2015,ZIP Code Area,Novelty,NA,OH,44072,44072
44073,2015,Post Office or large volume customer,Novelty,NA,OH,44072,44072
44074,2015,ZIP Code Area,Oberlin,NA,OH,44074,44074
44076,2015,ZIP Code Area,Orwell,NA,OH,44076,44076
44077,2015,ZIP Code Area,Painesville,NA,OH,44077,44077
44080,2015,Post Office or large volume customer,Parkman,NA,OH,44021,44080
44081,2015,ZIP Code Area,Perry,NA,OH,44081,44081
44082,2015,ZIP Code Area,Pierpont,NA,OH,44082,44082
44084,2015,ZIP Code Area,Rock Creek,NA,OH,44084,44084
44085,2015,ZIP Code Area,Rome,NA,OH,44085,44085
44086,2015,ZIP Code Area,Thompson,NA,OH,44086,44086
44087,2015,ZIP Code Area,Twinsburg,NA,OH,44087,44087
44088,2015,Post Office or large volume customer,Unionville,NA,OH,44041,44041
44089,2015,ZIP Code Area,Vermilion,NA,OH,44089,44089
44090,2015,ZIP Code Area,Wellington,NA,OH,44090,44090
44092,2015,ZIP Code Area,Wickliffe,NA,OH,44092,44092
44093,2015,ZIP Code Area,Williamsfield,NA,OH,44093,44093
44094,2015,ZIP Code Area,Willoughby,NA,OH,44094,44094
44095,2015,ZIP Code Area,Eastlake,NA,OH,44095,44095
44096,2015,Post Office or large volume customer,Willoughby,NA,OH,44094,44094
44097,2015,Post Office or large volume customer,Eastlake,NA,OH,44095,44095
44099,2015,ZIP Code Area,Windsor,NA,OH,44099,44099
44101,2015,Post Office or large volume customer,Cleveland,NA,OH,44115,44101
44102,2015,ZIP Code Area,Cleveland,NA,OH,44102,44102
44103,2015,ZIP Code Area,Cleveland,NA,OH,44103,44103
44104,2015,ZIP Code Area,Cleveland,NA,OH,44104,44104
44105,2015,ZIP Code Area,Cleveland,NA,OH,44105,44105
44106,2015,ZIP Code Area,Cleveland,NA,OH,44106,44106
44107,2015,ZIP Code Area,Lakewood,NA,OH,44107,44107
44108,2015,ZIP Code Area,Cleveland,NA,OH,44108,44108
44109,2015,ZIP Code Area,Cleveland,NA,OH,44109,44109
44110,2015,ZIP Code Area,Cleveland,NA,OH,44110,44110
44111,2015,ZIP Code Area,Cleveland,NA,OH,44111,44111
44112,2015,ZIP Code Area,Cleveland,NA,OH,44112,44112
44113,2015,ZIP Code Area,Cleveland,NA,OH,44113,44113
44114,2015,ZIP Code Area,Cleveland,NA,OH,44114,44114
44115,2015,ZIP Code Area,Cleveland,NA,OH,44115,44115
44116,2015,ZIP Code Area,Rocky River,NA,OH,44116,44116
44117,2015,ZIP Code Area,Euclid,NA,OH,44117,44117
44118,2015,ZIP Code Area,Cleveland,NA,OH,44118,44118
44119,2015,ZIP Code Area,Cleveland,NA,OH,44119,44119
44120,2015,ZIP Code Area,Cleveland,NA,OH,44120,44120
44121,2015,ZIP Code Area,Cleveland,NA,OH,44121,44121
44122,2015,ZIP Code Area,Beachwood,NA,OH,44122,44122
44123,2015,ZIP Code Area,Euclid,NA,OH,44123,44123
44124,2015,ZIP Code Area,Cleveland,NA,OH,44124,44124
44125,2015,ZIP Code Area,Cleveland,NA,OH,44125,44125
44126,2015,ZIP Code Area,Cleveland,NA,OH,44126,44126
44127,2015,ZIP Code Area,Cleveland,NA,OH,44127,44127
44128,2015,ZIP Code Area,Cleveland,NA,OH,44128,44128
44129,2015,ZIP Code Area,Cleveland,NA,OH,44129,44129
44130,2015,ZIP Code Area,Cleveland,NA,OH,44130,44130
44131,2015,ZIP Code Area,Independence,NA,OH,44131,44131
44132,2015,ZIP Code Area,Euclid,NA,OH,44132,44132
44133,2015,ZIP Code Area,North Royalton,NA,OH,44133,44133
44134,2015,ZIP Code Area,Cleveland,NA,OH,44134,44134
44135,2015,ZIP Code Area,Cleveland,NA,OH,44135,44135
44136,2015,ZIP Code Area,Strongsville,NA,OH,44136,44136
44137,2015,ZIP Code Area,Maple Heights,NA,OH,44137,44137
44138,2015,ZIP Code Area,Olmsted Falls,NA,OH,44138,44138
44139,2015,ZIP Code Area,Solon,NA,OH,44139,44139
44140,2015,ZIP Code Area,Bay Village,NA,OH,44140,44140
44141,2015,ZIP Code Area,Brecksville,NA,OH,44141,44141
44142,2015,ZIP Code Area,Brookpark,NA,OH,44142,44142
44143,2015,ZIP Code Area,Cleveland,NA,OH,44143,44143
44144,2015,ZIP Code Area,Cleveland,NA,OH,44144,44144
44145,2015,ZIP Code Area,Westlake,NA,OH,44145,44145
44146,2015,ZIP Code Area,Bedford,NA,OH,44146,44146
44147,2015,ZIP Code Area,Broadview Heights,NA,OH,44147,44147
44149,2015,ZIP Code Area,Strongsville,NA,OH,44149,44149
44181,2015,Post Office or large volume customer,Cleveland,NA,OH,44135,44135
44188,2015,Post Office or large volume customer,Cleveland,NA,OH,44115,44115
44190,2015,Post Office or large volume customer,Cleveland,NA,OH,44106,44106
44191,2015,Post Office or large volume customer,Cleveland,NA,OH,44113,44113
44192,2015,Post Office or large volume customer,Cleveland,NA,OH,44115,44115
44193,2015,Post Office or large volume customer,Cleveland,NA,OH,44113,44113
44194,2015,Post Office or large volume customer,Cleveland,NA,OH,44114,44114
44195,2015,Post Office or large volume customer,Cleveland,NA,OH,44106,44106
44197,2015,Post Office or large volume customer,Cleveland,NA,OH,44115,44115
44198,2015,Post Office or large volume customer,Cleveland,NA,OH,44115,44115
44199,2015,Post Office or large volume customer,Cleveland,NA,OH,44114,44114
44201,2015,ZIP Code Area,Atwater,NA,OH,44201,44201
44202,2015,ZIP Code Area,Aurora,NA,OH,44202,44202
44203,2015,ZIP Code Area,Barberton,NA,OH,44203,44203
44210,2015,Post Office or large volume customer,Bath,NA,OH,44333,44333
44211,2015,Post Office or large volume customer,Brady Lake,NA,OH,44240,44240
44212,2015,ZIP Code Area,Brunswick,NA,OH,44212,44212
44214,2015,ZIP Code Area,Burbank,NA,OH,44214,44214
44215,2015,ZIP Code Area,Chippewa Lake,NA,OH,44215,44215
44216,2015,ZIP Code Area,Clinton,NA,OH,44216,44216
44217,2015,ZIP Code Area,Creston,NA,OH,44217,44217
44221,2015,ZIP Code Area,Cuyahoga Falls,NA,OH,44221,44221
44222,2015,Post Office or large volume customer,Cuyahoga Falls,NA,OH,44221,44221
44223,2015,ZIP Code Area,Cuyahoga Falls,NA,OH,44223,44223
44224,2015,ZIP Code Area,Stow,NA,OH,44224,44224
44230,2015,ZIP Code Area,Doylestown,NA,OH,44230,44230
44231,2015,ZIP Code Area,Garrettsville,NA,OH,44231,44231
44232,2015,Post Office or large volume customer,Green,NA,OH,44720,44720
44233,2015,ZIP Code Area,Hinckley,NA,OH,44233,44233
44234,2015,ZIP Code Area,Hiram,NA,OH,44234,44234
44235,2015,ZIP Code Area,Homerville,NA,OH,44235,44235
44236,2015,ZIP Code Area,Hudson,NA,OH,44236,44236
44237,2015,Post Office or large volume customer,Hudson,NA,OH,44236,44236
44240,2015,ZIP Code Area,Kent,NA,OH,44240,44240
44241,2015,ZIP Code Area,Streetsboro,NA,OH,44241,44241
44242,2015,Post Office or large volume customer,Kent,NA,OH,44243,44243
44243,2015,ZIP Code Area,Kent,NA,OH,44243,44243
44250,2015,Post Office or large volume customer,Lakemore,NA,OH,44312,44250
44251,2015,Post Office or large volume customer,Westfield Center,NA,OH,44273,44251
44253,2015,ZIP Code Area,Litchfield,NA,OH,44253,44253
44254,2015,ZIP Code Area,Lodi,NA,OH,44254,44254
44255,2015,ZIP Code Area,Mantua,NA,OH,44255,44255
44256,2015,ZIP Code Area,Medina,NA,OH,44256,44256
44258,2015,Post Office or large volume customer,Medina,NA,OH,44256,44256
44260,2015,ZIP Code Area,Mogadore,NA,OH,44260,44260
44262,2015,ZIP Code Area,Munroe Falls,NA,OH,44262,44262
44264,2015,ZIP Code Area,Peninsula,NA,OH,44264,44264
44265,2015,Post Office or large volume customer,Randolph,NA,OH,44201,44265
44266,2015,ZIP Code Area,Ravenna,NA,OH,44266,44266
44270,2015,ZIP Code Area,Rittman,NA,OH,44270,44270
44272,2015,ZIP Code Area,Rootstown,NA,OH,44272,44272
44273,2015,ZIP Code Area,Seville,NA,OH,44273,44273
44274,2015,Post Office or large volume customer,Sharon Center,NA,OH,44281,44274
44275,2015,ZIP Code Area,Spencer,NA,OH,44275,44275
44276,2015,ZIP Code Area,Sterling,NA,OH,44276,44276
44278,2015,ZIP Code Area,Tallmadge,NA,OH,44278,44278
44280,2015,ZIP Code Area,Valley City,NA,OH,44280,44280
44281,2015,ZIP Code Area,Wadsworth,NA,OH,44281,44281
44282,2015,Post Office or large volume customer,Wadsworth,NA,OH,44281,44281
44285,2015,Post Office or large volume customer,Wayland,NA,OH,44266,44285
44286,2015,ZIP Code Area,Richfield,NA,OH,44286,44286
44287,2015,ZIP Code Area,West Salem,NA,OH,44287,44287
44288,2015,ZIP Code Area,Windham,NA,OH,44288,44288
44301,2015,ZIP Code Area,Akron,NA,OH,44301,44301
44302,2015,ZIP Code Area,Akron,NA,OH,44302,44302
44303,2015,ZIP Code Area,Akron,NA,OH,44303,44303
44304,2015,ZIP Code Area,Akron,NA,OH,44304,44304
44305,2015,ZIP Code Area,Akron,NA,OH,44305,44305
44306,2015,ZIP Code Area,Akron,NA,OH,44306,44306
44307,2015,ZIP Code Area,Akron,NA,OH,44307,44307
44308,2015,ZIP Code Area,Akron,NA,OH,44308,44308
44309,2015,Post Office or large volume customer,Akron,NA,OH,44311,44311
44310,2015,ZIP Code Area,Akron,NA,OH,44310,44310
44311,2015,ZIP Code Area,Akron,NA,OH,44311,44311
44312,2015,ZIP Code Area,Akron,NA,OH,44312,44312
44313,2015,ZIP Code Area,Akron,NA,OH,44313,44313
44314,2015,ZIP Code Area,Akron,NA,OH,44314,44314
44315,2015,Post Office or large volume customer,Akron,NA,OH,44312,44312
44316,2015,Post Office or large volume customer,Akron,NA,OH,44305,44305
44317,2015,Post Office or large volume customer,Akron,NA,OH,44301,44301
44319,2015,ZIP Code Area,Akron,NA,OH,44319,44319
44320,2015,ZIP Code Area,Akron,NA,OH,44320,44320
44321,2015,ZIP Code Area,Akron,NA,OH,44321,44321
44325,2015,ZIP Code Area,Akron,NA,OH,44325,44304
44326,2015,Post Office or large volume customer,Akron,NA,OH,44308,44308
44328,2015,Post Office or large volume customer,Akron,NA,OH,44308,44308
44333,2015,ZIP Code Area,Akron,NA,OH,44333,44333
44334,2015,Post Office or large volume customer,Fairlawn,NA,OH,44312,44312
44372,2015,Post Office or large volume customer,Akron,NA,OH,44311,44311
44396,2015,Post Office or large volume customer,Akron,NA,OH,44311,44311
44398,2015,Post Office or large volume customer,Akron,NA,OH,44311,44311
44401,2015,ZIP Code Area,Berlin Center,NA,OH,44401,44401
44402,2015,ZIP Code Area,Bristolville,NA,OH,44402,44402
44403,2015,ZIP Code Area,Brookfield,NA,OH,44403,44403
44404,2015,ZIP Code Area,Burghill,NA,OH,44404,44404
44405,2015,ZIP Code Area,Campbell,NA,OH,44405,44405
44406,2015,ZIP Code Area,Canfield,NA,OH,44406,44406
44408,2015,ZIP Code Area,Columbiana,NA,OH,44408,44408
44410,2015,ZIP Code Area,Cortland,NA,OH,44410,44410
44411,2015,ZIP Code Area,Deerfield,NA,OH,44411,44411
44412,2015,ZIP Code Area,Diamond,NA,OH,44412,44412
44413,2015,ZIP Code Area,East Palestine,NA,OH,44413,44413
44415,2015,Post Office or large volume customer,Elkton,NA,OH,44432,44432
44416,2015,Post Office or large volume customer,Ellsworth,NA,OH,44451,44451
44417,2015,ZIP Code Area,Farmdale,NA,OH,44417,44417
44418,2015,ZIP Code Area,Fowler,NA,OH,44418,44418
44420,2015,ZIP Code Area,Girard,NA,OH,44420,44420
44422,2015,Post Office or large volume customer,Greenford,NA,OH,44406,44406
44423,2015,ZIP Code Area,Hanoverton,NA,OH,44423,44423
44424,2015,Post Office or large volume customer,Hartford,NA,OH,44418,44418
44425,2015,ZIP Code Area,Hubbard,NA,OH,44425,44425
44427,2015,ZIP Code Area,Kensington,NA,OH,44427,44427
44428,2015,ZIP Code Area,Kinsman,NA,OH,44428,44428
44429,2015,ZIP Code Area,Lake Milton,NA,OH,44429,44429
44430,2015,ZIP Code Area,Leavittsburg,NA,OH,44430,44430
44431,2015,ZIP Code Area,Leetonia,NA,OH,44431,44431
44432,2015,ZIP Code Area,Lisbon,NA,OH,44432,44432
44436,2015,ZIP Code Area,Lowellville,NA,OH,44436,44436
44437,2015,ZIP Code Area,Mc Donald,NA,OH,44437,44437
44438,2015,ZIP Code Area,Masury,NA,OH,44438,44438
44439,2015,Post Office or large volume customer,Mesopotamia,NA,OH,44062,44439
44440,2015,ZIP Code Area,Mineral Ridge,NA,OH,44440,44440
44441,2015,ZIP Code Area,Negley,NA,OH,44441,44441
44442,2015,ZIP Code Area,New Middletown,NA,OH,44442,44442
44443,2015,ZIP Code Area,New Springfield,NA,OH,44443,44443
44444,2015,ZIP Code Area,Newton Falls,NA,OH,44444,44444
44445,2015,ZIP Code Area,New Waterford,NA,OH,44445,44445
44446,2015,ZIP Code Area,Niles,NA,OH,44446,44446
44449,2015,ZIP Code Area,North Benton,NA,OH,44449,44449
44450,2015,ZIP Code Area,North Bloomfield,NA,OH,44450,44450
44451,2015,ZIP Code Area,North Jackson,NA,OH,44451,44451
44452,2015,ZIP Code Area,North Lima,NA,OH,44452,44452
44453,2015,Post Office or large volume customer,Orangeville,NA,OH,44404,44404
44454,2015,ZIP Code Area,Petersburg,NA,OH,44454,44454
44455,2015,ZIP Code Area,Rogers,NA,OH,44455,44455
44460,2015,ZIP Code Area,Salem,NA,OH,44460,44460
44470,2015,ZIP Code Area,Southington,NA,OH,44470,44470
44471,2015,ZIP Code Area,Struthers,NA,OH,44471,44471
44473,2015,ZIP Code Area,Vienna,NA,OH,44473,44473
44481,2015,ZIP Code Area,Warren,NA,OH,44481,44481
44482,2015,Post Office or large volume customer,Warren,NA,OH,44481,44481
44483,2015,ZIP Code Area,Warren,NA,OH,44483,44483
44484,2015,ZIP Code Area,Warren,NA,OH,44484,44484
44485,2015,ZIP Code Area,Warren,NA,OH,44485,44485
44486,2015,Post Office or large volume customer,Warren,NA,OH,44481,44481
44488,2015,Post Office or large volume customer,Warren,NA,OH,44481,44481
44490,2015,ZIP Code Area,Washingtonville,NA,OH,44490,44490
44491,2015,ZIP Code Area,West Farmington,NA,OH,44491,44491
44492,2015,Post Office or large volume customer,West Point,NA,OH,44432,44432
44493,2015,Post Office or large volume customer,Winona,NA,OH,44423,44493
44501,2015,Post Office or large volume customer,Youngstown,NA,OH,44503,44503
44502,2015,ZIP Code Area,Youngstown,NA,OH,44502,44502
44503,2015,ZIP Code Area,Youngstown,NA,OH,44503,44503
44504,2015,ZIP Code Area,Youngstown,NA,OH,44504,44504
44505,2015,ZIP Code Area,Youngstown,NA,OH,44505,44505
44506,2015,ZIP Code Area,Youngstown,NA,OH,44506,44506
44507,2015,ZIP Code Area,Youngstown,NA,OH,44507,44507
44509,2015,ZIP Code Area,Youngstown,NA,OH,44509,44509
44510,2015,ZIP Code Area,Youngstown,NA,OH,44510,44510
44511,2015,ZIP Code Area,Youngstown,NA,OH,44511,44511
44512,2015,ZIP Code Area,Youngstown,NA,OH,44512,44512
44513,2015,Post Office or large volume customer,Youngstown,NA,OH,44512,44512
44514,2015,ZIP Code Area,Youngstown,NA,OH,44514,44514
44515,2015,ZIP Code Area,Youngstown,NA,OH,44515,44515
44555,2015,ZIP Code Area,Youngstown,NA,OH,44555,44502
44601,2015,ZIP Code Area,Alliance,NA,OH,44601,44601
44606,2015,ZIP Code Area,Apple Creek,NA,OH,44606,44606
44607,2015,Post Office or large volume customer,Augusta,NA,OH,44427,44607
44608,2015,ZIP Code Area,Beach City,NA,OH,44608,44608
44609,2015,ZIP Code Area,Beloit,NA,OH,44609,44609
44610,2015,Post Office or large volume customer,Berlin,NA,OH,44654,44610
44611,2015,ZIP Code Area,Big Prairie,NA,OH,44611,44611
44612,2015,ZIP Code Area,Bolivar,NA,OH,44612,44612
44613,2015,ZIP Code Area,Brewster,NA,OH,44613,44613
44614,2015,ZIP Code Area,Canal Fulton,NA,OH,44614,44614
44615,2015,ZIP Code Area,Carrollton,NA,OH,44615,44615
44617,2015,Post Office or large volume customer,Charm,NA,OH,43804,43804
44618,2015,ZIP Code Area,Dalton,NA,OH,44618,44618
44619,2015,Post Office or large volume customer,Damascus,NA,OH,44460,44460
44620,2015,ZIP Code Area,Dellroy,NA,OH,44620,44620
44621,2015,ZIP Code Area,Dennison,NA,OH,44621,44621
44622,2015,ZIP Code Area,Dover,NA,OH,44622,44622
44624,2015,ZIP Code Area,Dundee,NA,OH,44624,44624
44625,2015,ZIP Code Area,East Rochester,NA,OH,44625,44625
44626,2015,ZIP Code Area,East Sparta,NA,OH,44626,44626
44627,2015,ZIP Code Area,Fredericksburg,NA,OH,44627,44627
44628,2015,ZIP Code Area,Glenmont,NA,OH,44628,44628
44629,2015,ZIP Code Area,Gnadenhutten,NA,OH,44629,44629
44630,2015,Post Office or large volume customer,Greentown,NA,OH,44720,44720
44632,2015,ZIP Code Area,Hartville,NA,OH,44632,44632
44633,2015,ZIP Code Area,Holmesville,NA,OH,44633,44633
44634,2015,ZIP Code Area,Homeworth,NA,OH,44634,44634
44636,2015,Post Office or large volume customer,Kidron,NA,OH,44606,44606
44637,2015,ZIP Code Area,Killbuck,NA,OH,44637,44637
44638,2015,ZIP Code Area,Lakeville,NA,OH,44638,44638
44639,2015,Post Office or large volume customer,Leesville,NA,OH,44695,44695
44640,2015,Post Office or large volume customer,Limaville,NA,OH,44601,44640
44641,2015,ZIP Code Area,Louisville,NA,OH,44641,44641
44643,2015,ZIP Code Area,Magnolia,NA,OH,44643,44643
44644,2015,ZIP Code Area,Malvern,NA,OH,44644,44644
44645,2015,ZIP Code Area,Marshallville,NA,OH,44645,44645
44646,2015,ZIP Code Area,Massillon,NA,OH,44646,44646
44647,2015,ZIP Code Area,Massillon,NA,OH,44647,44647
44648,2015,Post Office or large volume customer,Massillon,NA,OH,44646,44646
44650,2015,Post Office or large volume customer,Maximo,NA,OH,44601,44601
44651,2015,ZIP Code Area,Mechanicstown,NA,OH,44651,44651
44652,2015,Post Office or large volume customer,Middlebranch,NA,OH,44721,44652
44653,2015,Post Office or large volume customer,Midvale,NA,OH,44663,44653
44654,2015,ZIP Code Area,Millersburg,NA,OH,44654,44654
44656,2015,ZIP Code Area,Mineral City,NA,OH,44656,44656
44657,2015,ZIP Code Area,Minerva,NA,OH,44657,44657
